person activity tbody_acceleration_meanx tbody_acceleration_meany tbody_acceleration_meanz tbody_acceleration_stdx tbody_acceleration_stdy tbody_acceleration_stdz tgravity_acceleration_meanx tgravity_acceleration_meany tgravity_acceleration_meanz tgravity_acceleration_stdx tgravity_acceleration_stdy tgravity_acceleration_stdz tbody_acceleration_jerk_signal_meanx tbody_acceleration_jerk_signal_meany tbody_acceleration_jerk_signal_meanz tbody_acceleration_jerk_signal_stdx tbody_acceleration_jerk_signal_stdy tbody_acceleration_jerk_signal_stdz tbody_gyro_angular_velocity_meanx tbody_gyro_angular_velocity_meany tbody_gyro_angular_velocity_meanz tbody_gyro_angular_velocity_stdx tbody_gyro_angular_velocity_stdy tbody_gyro_angular_velocity_stdz tbody_gyro_angular_velocity_jerk_signal_meanx tbody_gyro_angular_velocity_jerk_signal_meany tbody_gyro_angular_velocity_jerk_signal_meanz tbody_gyro_angular_velocity_jerk_signal_stdx tbody_gyro_angular_velocity_jerk_signal_stdy tbody_gyro_angular_velocity_jerk_signal_stdz tbody_acceleration_magnitude_mean tbody_acceleration_magnitude_std tgravity_acceleration_magnitude_mean tgravity_acceleration_magnitude_std tbody_acceleration_jerk_signal_magnitude_mean tbody_acceleration_jerk_signal_magnitude_std tbody_gyro_angular_velocity_magnitude_mean tbody_gyro_angular_velocity_magnitude_std tbody_gyro_angular_velocity_jerk_signal_magnitude_mean tbody_gyro_angular_velocity_jerk_signal_magnitude_std fbody_acceleration_meanx fbody_acceleration_meany fbody_acceleration_meanz fbody_acceleration_stdx fbody_acceleration_stdy fbody_acceleration_stdz fbody_acceleration_jerk_signal_meanx fbody_acceleration_jerk_signal_meany fbody_acceleration_jerk_signal_meanz fbody_acceleration_jerk_signal_stdx fbody_acceleration_jerk_signal_stdy fbody_acceleration_jerk_signal_stdz fbody_gyro_angular_velocity_meanx fbody_gyro_angular_velocity_meany fbody_gyro_angular_velocity_meanz fbody_gyro_angular_velocity_stdx fbody_gyro_angular_velocity_stdy fbody_gyro_angular_velocity_stdz fbody_acceleration_magnitude_mean fbody_acceleration_magnitude_std fbody_bodyacceleration_jerk_signal_magnitude_mean fbody_bodyacceleration_jerk_signal_magnitude_std fbody_bodygyro_angular_velocity_magnitude_mean fbody_bodygyro_angular_velocity_magnitude_std fbody_bodygyro_angular_velocity_jerk_signal_magnitude_mean fbody_bodygyro_angular_velocity_jerk_signal_magnitude_std
2 WALKING_UPSTAIRS 2.4716479e-01 -2.1412113e-02 -1.5251390e-01 -3.0437641e-01 1.0802728e-01 -1.1212102e-01 7.9071742e-01 -4.1621489e-01 -1.9588824e-01 -9.3440774e-01 -9.2376745e-01 -8.7800406e-01 7.4450784e-02 -9.7098551e-03 1.9481439e-02 -2.7612189e-01 -1.8564895e-01 -5.7374635e-01 -5.7691263e-02 -3.2088310e-02 6.8837402e-02 -4.3925306e-01 -4.6629834e-01 -1.6399579e-01 -8.2885800e-02 -4.2405371e-02 -4.4515748e-02 -4.6485436e-01 -6.4549134e-01 -4.6759596e-01 -1.0732268e-01 -2.0597705e-01 -1.0732268e-01 -2.0597705e-01 -3.2126891e-01 -2.1738939e-01 -2.1971347e-01 -3.7753217e-01 -5.7281644e-01 -5.9729172e-01 -2.6672093e-01 9.9244588e-03 -2.8100199e-01 -3.2058241e-01 8.4880279e-02 -9.4544976e-02 -2.5863944e-01 -1.8784213e-01 -5.2272806e-01 -3.6541544e-01 -2.4355415e-01 -6.2509098e-01 -3.3164358e-01 -4.8808612e-01 -2.4860112e-01 -4.7635885e-01 -4.5975849e-01 -2.1807247e-01 -1.4531854e-01 -3.6672824e-01 -1.8951114e-01 -2.6042384e-01 -4.5061218e-01 -4.3862040e-01 -6.0079850e-01 -6.2182020e-01
3 LAYING 2.7551685e-01 -1.8955679e-02 -1.0130048e-01 -9.8277664e-01 -9.6205754e-01 -9.6369103e-01 -2.4175848e-01 8.3703210e-01 4.8870319e-01 -9.8251219e-01 -9.8120275e-01 -9.6480754e-01 7.6981113e-02 1.3804101e-02 -4.3562587e-03 -9.8087931e-01 -9.6871072e-01 -9.8209316e-01 -2.0817054e-02 -7.1850716e-02 1.3799956e-01 -9.7454575e-01 -9.7727265e-01 -9.6350561e-01 -1.0004450e-01 -3.8977177e-02 -6.8733870e-02 -9.8032865e-01 -9.8676274e-01 -9.8333828e-01 -9.7279135e-01 -9.6421818e-01 -9.7279135e-01 -9.6421818e-01 -9.7948459e-01 -9.7612130e-01 -9.5156475e-01 -9.5427511e-01 -9.8671363e-01 -9.8313926e-01 -9.8066561e-01 -9.6116998e-01 -9.6833214e-01 -9.8369113e-01 -9.6409460e-01 -9.6327908e-01 -9.8051320e-01 -9.6875211e-01 -9.7912234e-01 -9.8312262e-01 -9.7104401e-01 -9.8371190e-01 -9.7016726e-01 -9.7809968e-01 -9.6234196e-01 -9.7598643e-01 -9.7703250e-01 -9.6725685e-01 -9.6552428e-01 -9.6835022e-01 -9.7594960e-01 -9.7530538e-01 -9.6458672e-01 -9.5544186e-01 -9.8427825e-01 -9.8256816e-01
3 SITTING 2.5719760e-01 -3.5029984e-03 -9.8357920e-02 -9.7101012e-01 -8.5661781e-01 -8.7511018e-01 9.0109898e-01 1.2730338e-01 1.3902058e-01 -9.5732446e-01 -9.0392301e-01 -8.9773632e-01 7.2609842e-02 2.7252913e-03 -4.2334837e-03 -9.7446739e-01 -9.5363139e-01 -9.7466157e-01 -3.8536520e-02 -7.5241003e-02 9.4011398e-02 -9.6543477e-01 -9.4485457e-01 -9.2641371e-01 -1.0360589e-01 -3.6090988e-02 -5.9007997e-02 -9.7254691e-01 -9.7863591e-01 -9.7375167e-01 -8.9538335e-01 -8.7030170e-01 -8.9538335e-01 -8.7030170e-01 -9.6908075e-01 -9.6655008e-01 -9.1935437e-01 -9.2551810e-01 -9.7799805e-01 -9.7677268e-01 -9.7015444e-01 -8.9190775e-01 -9.1798793e-01 -9.7160588e-01 -8.4965566e-01 -8.6432246e-01 -9.7495036e-01 -9.5417015e-01 -9.7084567e-01 -9.7628353e-01 -9.5646176e-01 -9.7715957e-01 -9.5755064e-01 -9.5617355e-01 -9.3496796e-01 -9.6801306e-01 -9.3960999e-01 -9.3063315e-01 -9.0418573e-01 -8.7462659e-01 -9.6588889e-01 -9.6656885e-01 -9.4666494e-01 -9.2544963e-01 -9.7789811e-01 -9.7668980e-01
3 STANDING 2.8004651e-01 -1.4337656e-02 -1.0162172e-01 -9.6674254e-01 -8.9344931e-01 -9.1141902e-01 9.3503078e-01 -3.0173513e-01 2.4763107e-02 -9.8202043e-01 -9.5742532e-01 -9.2816158e-01 7.5090062e-02 7.7166364e-03 -8.0717793e-03 -9.5708649e-01 -9.4168679e-01 -9.7305963e-01 -2.4662607e-02 -5.8510192e-02 6.6526205e-02 -9.0046223e-01 -9.2778862e-01 -9.1236408e-01 -9.9460262e-02 -4.7241582e-02 -4.1683216e-02 -9.4093764e-01 -9.6843375e-01 -9.5829301e-01 -9.2543082e-01 -9.1514330e-01 -9.2543082e-01 -9.1514330e-01 -9.5930384e-01 -9.4877004e-01 -8.9208935e-01 -8.8212522e-01 -9.6233934e-01 -9.5767977e-01 -9.6012341e-01 -9.0807535e-01 -9.3950774e-01 -9.6993129e-01 -8.9243435e-01 -9.0480125e-01 -9.5766686e-01 -9.4349797e-01 -9.6917490e-01 -9.6057092e-01 -9.4394855e-01 -9.7559595e-01 -9.0128227e-01 -9.3771116e-01 -9.1617254e-01 -9.0198567e-01 -9.2312594e-01 -9.1974385e-01 -9.2696893e-01 -9.2183608e-01 -9.4862747e-01 -9.4820681e-01 -9.1368236e-01 -8.8343972e-01 -9.6033172e-01 -9.5712151e-01
3 WALKING 2.7556746e-01 -1.7176784e-02 -1.1267486e-01 -3.6035673e-01 -6.9914065e-02 -3.8741199e-01 9.3650674e-01 -2.6198636e-01 -1.3810787e-01 -9.7777159e-01 -9.6235564e-01 -9.5209179e-01 8.1474588e-02 1.0059149e-02 -5.6226459e-03 -2.6867964e-01 -4.4961959e-02 -5.2948612e-01 -2.5640519e-02 -7.7915094e-02 8.1348594e-02 -5.7186956e-01 -5.6379326e-01 -4.7669641e-01 -9.5239817e-02 -3.8787465e-02 -5.0361610e-02 -3.8592299e-01 -6.3908798e-01 -5.3666408e-01 -2.5469033e-01 -3.2842894e-01 -2.5469033e-01 -3.2842894e-01 -2.8000932e-01 -1.3991636e-01 -4.6641175e-01 -5.6151068e-01 -5.6613522e-01 -5.6737156e-01 -3.1661401e-01 -8.1302435e-02 -4.1237407e-01 -3.7927678e-01 -1.2403083e-01 -4.2299847e-01 -3.0469444e-01 -1.4050859e-01 -5.1413726e-01 -2.9659663e-01 -5.6149876e-03 -5.4352911e-01 -4.3784576e-01 -5.6152627e-01 -4.1812622e-01 -6.1512137e-01 -5.6888867e-01 -5.4589639e-01 -2.9003154e-01 -4.5637308e-01 -1.8676452e-01 -8.9851990e-02 -5.6975577e-01 -6.3264329e-01 -6.0775165e-01 -5.4908701e-01
3 WALKING_DOWNSTAIRS 2.9242348e-01 -1.9355408e-02 -1.1613984e-01 -5.7410048e-02 -3.3150372e-02 -3.6224025e-01 9.3905779e-01 -2.2882921e-01 -1.0235276e-01 -9.5006113e-01 -9.4609464e-01 -8.9994395e-01 7.2568929e-02 1.0970777e-02 -2.0272798e-03 -8.5801004e-02 -1.1143919e-01 -5.7173524e-01 -1.3157328e-01 -1.3935804e-02 1.2382674e-01 -2.6165341e-01 -5.4674039e-01 -4.4230777e-01 -7.7870165e-02 -3.9156793e-02 -4.1619313e-02 -2.8568316e-01 -6.8094734e-01 -3.7460541e-01 -6.2812612e-02 -4.1134008e-02 -6.2812612e-02 -4.1134008e-02 -2.0523925e-01 -9.2632449e-02 -2.1529450e-01 -2.4579470e-01 -5.0856758e-01 -5.8391921e-01 -4.2170694e-02 -7.7004830e-03 -4.0445241e-01 -6.5441719e-02 -1.0972235e-01 -3.8972303e-01 -9.0670713e-02 -1.3593854e-01 -5.2905945e-01 -1.6544290e-01 -1.4772824e-01 -6.1352507e-01 -1.2906657e-01 -5.4269416e-01 -3.0286646e-01 -3.0863033e-01 -5.5309454e-01 -5.4816431e-01 2.8941320e-02 -2.3384942e-01 -4.9477977e-02 -1.5910229e-01 -3.3237663e-01 -3.2244083e-01 -5.7627720e-01 -6.2491082e-01
3 WALKING_UPSTAIRS 2.6081987e-01 -3.2410941e-02 -1.1006486e-01 -3.1312344e-01 1.1628081e-02 -3.6975460e-01 8.8353344e-01 -3.8285115e-01 -1.6294396e-01 -9.4404082e-01 -9.0982595e-01 -9.0946968e-01 4.2688099e-02 3.9724927e-02 2.0820554e-02 -4.5836462e-01 -2.5168036e-01 -7.0855171e-01 7.2198031e-02 -1.3927541e-01 2.1560370e-02 -4.5603926e-01 -5.8274285e-01 -4.9232731e-01 -1.1551057e-01 -4.0037251e-02 -4.9818087e-02 -5.0727076e-01 -7.7577414e-01 -5.7343395e-01 -1.8401490e-01 -3.3359743e-01 -1.8401490e-01 -3.3359743e-01 -4.3690116e-01 -4.3902059e-01 -3.4732181e-01 -4.0888665e-01 -6.5886140e-01 -7.1802804e-01 -3.9200421e-01 -7.8809416e-02 -5.0449453e-01 -2.8533302e-01 -8.0398753e-03 -3.5079723e-01 -4.7843431e-01 -2.8377255e-01 -6.7731453e-01 -4.8644651e-01 -2.6819152e-01 -7.3870586e-01 -3.7821668e-01 -6.3729351e-01 -4.3150336e-01 -4.8482099e-01 -5.5604595e-01 -5.6109765e-01 -3.1586608e-01 -4.4799437e-01 -4.1292090e-01 -4.8060920e-01 -5.1421158e-01 -4.4518180e-01 -7.1687778e-01 -7.4003344e-01
4 LAYING 2.6355921e-01 -1.5003184e-02 -1.1068815e-01 -9.5419374e-01 -9.4171404e-01 -9.6266731e-01 -4.2066466e-01 9.1516510e-01 3.4153131e-01 -9.2119997e-01 -9.6981664e-01 -9.7617661e-01 9.3449422e-02 6.9331321e-03 -6.4105433e-03 -9.7830278e-01 -9.4220949e-01 -9.7851198e-01 -9.2315635e-03 -9.3012818e-02 1.6972040e-01 -9.7310242e-01 -9.6110929e-01 -9.6207376e-01 -1.0501988e-01 -3.8123043e-02 -7.1215629e-02 -9.7510320e-01 -9.8685563e-01 -9.8396536e-01 -9.5455760e-01 -9.3129222e-01 -9.5455760e-01 -9.3129222e-01 -9.7009577e-01 -9.6078643e-01 -9.3023646e-01 -9.4703178e-01 -9.8506850e-01 -9.8269821e-01 -9.5880208e-01 -9.3888337e-01 -9.6750428e-01 -9.5246488e-01 -9.4638097e-01 -9.6215445e-01 -9.7854246e-01 -9.4396999e-01 -9.7538333e-01 -9.8007929e-01 -9.4436688e-01 -9.8026124e-01 -9.6720374e-01 -9.7218784e-01 -9.6147926e-01 -9.7509474e-01 -9.5618250e-01 -9.6580747e-01 -9.3938970e-01 -9.3718798e-01 -9.6228713e-01 -9.5803712e-01 -9.6155666e-01 -9.4710033e-01 -9.8360907e-01 -9.8254363e-01
4 SITTING 2.7153828e-01 -7.1630652e-03 -1.0587460e-01 -9.8030993e-01 -8.9022398e-01 -9.3220301e-01 8.6930301e-01 2.1162254e-01 1.1012048e-01 -9.8140529e-01 -9.3272710e-01 -9.5094925e-01 7.8450024e-02 -1.0858217e-02 -1.2149995e-02 -9.7674220e-01 -9.4459611e-01 -9.7903877e-01 -4.9443512e-02 -8.9430061e-02 1.0115033e-01 -9.7013179e-01 -9.5846812e-01 -9.2797223e-01 -9.6949484e-02 -4.1848390e-02 -4.8996435e-02 -9.6989973e-01 -9.8444136e-01 -9.6880483e-01 -9.3569482e-01 -9.1440784e-01 -9.3569482e-01 -9.1440784e-01 -9.7013228e-01 -9.6254911e-01 -9.2606331e-01 -9.2889829e-01 -9.8049046e-01 -9.7580669e-01 -9.7746250e-01 -9.0578293e-01 -9.5178374e-01 -9.8190819e-01 -8.8946735e-01 -9.2699932e-01 -9.7684571e-01 -9.4429839e-01 -9.7515491e-01 -9.7877691e-01 -9.4929316e-01 -9.8169945e-01 -9.6058964e-01 -9.6758365e-01 -9.3377689e-01 -9.7333311e-01 -9.5412042e-01 -9.3286835e-01 -9.2900209e-01 -9.1981571e-01 -9.6250073e-01 -9.6158452e-01 -9.4876975e-01 -9.2885055e-01 -9.7654776e-01 -9.7626175e-01
4 STANDING 2.8049975e-01 -9.4891110e-03 -9.6157491e-02 -9.7692058e-01 -8.6159738e-01 -8.9688054e-01 9.5619779e-01 -7.5900906e-02 1.6689383e-01 -9.7290836e-01 -9.1761346e-01 -8.9940478e-01 7.2132838e-02 -6.5301569e-03 -2.1188989e-02 -9.7258654e-01 -9.3835468e-01 -9.7305420e-01 -3.0644934e-02 -6.1824851e-02 7.5563643e-02 -9.0968797e-01 -9.4922715e-01 -9.0999504e-01 -1.0305789e-01 -4.6125720e-02 -4.9075350e-02 -9.4963388e-01 -9.7606517e-01 -9.5798202e-01 -9.0647805e-01 -8.9097668e-01 -9.0647805e-01 -8.9097668e-01 -9.6337074e-01 -9.5815948e-01 -9.0098210e-01 -8.8514432e-01 -9.6761407e-01 -9.6428278e-01 -9.7349755e-01 -8.8954921e-01 -9.3164342e-01 -9.7873764e-01 -8.5738028e-01 -8.8755432e-01 -9.7231089e-01 -9.3762424e-01 -9.6864841e-01 -9.7570672e-01 -9.4407531e-01 -9.7622951e-01 -9.0546416e-01 -9.5599295e-01 -9.1528096e-01 -9.1246479e-01 -9.4582584e-01 -9.1665163e-01 -9.1761401e-01 -8.9534004e-01 -9.5613928e-01 -9.6003250e-01 -9.1420917e-01 -8.8719440e-01 -9.6447114e-01 -9.6643022e-01
4 WALKING 2.7858202e-01 -1.4839948e-02 -1.1140306e-01 -4.4082997e-01 -7.8826737e-02 -5.8625281e-01 9.6399970e-01 -8.5854027e-02 1.2776411e-01 -9.8382649e-01 -9.6796322e-01 -9.6296811e-01 7.8352908e-02 2.9560243e-03 -7.6767934e-04 -2.9704261e-01 -2.2116513e-01 -7.5139138e-01 -3.1798256e-02 -7.2690528e-02 8.0567716e-02 -5.0091666e-01 -6.6539409e-01 -6.6260823e-01 -1.1532156e-01 -3.9347449e-02 -5.5116685e-02 -4.9234107e-01 -8.0741994e-01 -6.4045413e-01 -3.1205057e-01 -5.2767910e-01 -3.1205057e-01 -5.2767910e-01 -3.6670088e-01 -3.1691896e-01 -4.9779220e-01 -5.5311611e-01 -6.8130404e-01 -7.3014637e-01 -4.2671945e-01 -1.4939963e-01 -6.3100547e-01 -4.4723493e-01 -1.0179945e-01 -5.9419833e-01 -3.5888341e-01 -2.7955339e-01 -7.2899160e-01 -2.9732607e-01 -2.0990001e-01 -7.7235909e-01 -3.7338454e-01 -6.8846006e-01 -6.0138113e-01 -5.4264676e-01 -6.5465777e-01 -7.1645848e-01 -4.5080456e-01 -6.5117263e-01 -3.1858781e-01 -3.2045870e-01 -6.0928559e-01 -5.9393720e-01 -7.2432742e-01 -7.5776808e-01
4 WALKING_DOWNSTAIRS 2.7996533e-01 -9.8020085e-03 -1.0677752e-01 1.1193550e-02 -2.1859832e-01 -4.7918598e-01 9.4773186e-01 -6.2085277e-02 1.4871481e-01 -9.5525888e-01 -9.3206604e-01 -9.3775379e-01 9.7186275e-02 5.6378022e-03 -7.2913777e-03 -1.4575971e-01 -1.4624229e-01 -6.2664699e-01 -1.0283882e-01 -7.0402595e-02 5.9263949e-02 -3.7024470e-01 -6.9945354e-01 -4.9848080e-01 -9.2128273e-02 -3.4843491e-02 -4.9283644e-02 -3.9599549e-01 -8.1685824e-01 -3.2578007e-01 -4.9161673e-02 -8.1955904e-02 -4.9161673e-02 -8.1955904e-02 -2.2885141e-01 -2.1685892e-01 -3.4660629e-01 -3.8057263e-01 -5.9284301e-01 -6.3707954e-01 -7.2239228e-02 -1.2960664e-01 -4.9468345e-01 3.9009826e-02 -3.2253132e-01 -5.1269430e-01 -1.6163291e-01 -1.7294163e-01 -5.8391737e-01 -2.0825006e-01 -1.7720209e-01 -6.6886733e-01 -2.4029889e-01 -7.1754584e-01 -3.1830648e-01 -4.1491900e-01 -6.9151837e-01 -6.2165847e-01 -1.9074335e-02 -2.6364403e-01 -1.7529529e-01 -2.8042678e-01 -4.2921337e-01 -4.5767409e-01 -6.2175246e-01 -6.8547093e-01
4 WALKING_UPSTAIRS 2.7087670e-01 -3.1980430e-02 -1.1421946e-01 -2.0493304e-01 -6.6689911e-02 -3.7213778e-01 9.4626431e-01 -2.3294430e-01 8.4167538e-02 -9.5849524e-01 -9.2337602e-01 -9.1961945e-01 5.6097191e-02 2.3401899e-02 3.4028084e-03 -3.8048803e-01 -2.8154318e-01 -7.2649531e-01 3.9382520e-02 -8.5947168e-02 8.4375384e-02 -4.5443104e-01 -5.5118557e-01 -3.6081105e-01 -1.3147207e-01 -3.9050883e-02 -7.2249626e-02 -5.3366680e-01 -8.4072275e-01 -5.5623658e-01 -1.5370394e-01 -2.1201230e-01 -1.5370394e-01 -2.1201230e-01 -4.0092225e-01 -4.3726148e-01 -2.9977941e-01 -5.1097413e-01 -6.8697837e-01 -7.5527046e-01 -2.9448827e-01 -1.1710916e-01 -5.2465572e-01 -1.7321722e-01 -1.0143445e-01 -3.4510982e-01 -4.1830465e-01 -2.9780519e-01 -6.9010693e-01 -3.9676258e-01 -3.1452503e-01 -7.6277218e-01 -3.7106899e-01 -6.8431020e-01 -3.5076574e-01 -4.8354869e-01 -4.8982428e-01 -4.2453351e-01 -2.7682550e-01 -3.0100590e-01 -3.9740629e-01 -4.9732409e-01 -5.7579407e-01 -5.5248963e-01 -7.4074923e-01 -7.9420948e-01
5 LAYING 2.7833433e-01 -1.8304212e-02 -1.0793760e-01 -9.6593451e-01 -9.6929561e-01 -9.6856252e-01 -4.8347060e-01 9.5489035e-01 2.6364469e-01 -9.4569534e-01 -9.8596405e-01 -9.7707665e-01 8.4816482e-02 7.4746083e-03 -3.0406716e-03 -9.8330786e-01 -9.6456043e-01 -9.8541937e-01 -2.1893501e-02 -7.9870960e-02 1.5989437e-01 -9.7949871e-01 -9.7742737e-01 -9.6058378e-01 -1.0211413e-01 -4.0444693e-02 -7.0830969e-02 -9.8342226e-01 -9.8375948e-01 -9.8967959e-01 -9.6677788e-01 -9.5861279e-01 -9.6677788e-01 -9.5861279e-01 -9.8014125e-01 -9.7747715e-01 -9.4693830e-01 -9.5828792e-01 -9.8641942e-01 -9.8377138e-01 -9.6874168e-01 -9.6541952e-01 -9.7700772e-01 -9.6495389e-01 -9.7290919e-01 -9.6588219e-01 -9.8268966e-01 -9.6532857e-01 -9.8325031e-01 -9.8562527e-01 -9.6624258e-01 -9.8613560e-01 -9.7579749e-01 -9.7824965e-01 -9.6320295e-01 -9.8070577e-01 -9.7725780e-01 -9.6330574e-01 -9.6223498e-01 -9.6252537e-01 -9.7735638e-01 -9.7638193e-01 -9.6825707e-01 -9.5926306e-01 -9.8461803e-01 -9.8343449e-01
5 SITTING 2.7369414e-01 -9.9008353e-03 -1.0854030e-01 -9.8094502e-01 -9.0433512e-01 -9.2609474e-01 8.8073144e-01 1.6844552e-01 1.4300686e-01 -9.8313754e-01 -9.3994298e-01 -9.4500900e-01 7.4957741e-02 -2.7877335e-03 3.3860959e-03 -9.7520485e-01 -9.5278626e-01 -9.7343653e-01 -4.2235521e-02 -8.3548408e-02 8.2393445e-02 -9.6622549e-01 -9.5006407e-01 -9.4063794e-01 -8.8974767e-02 -4.5470298e-02 -4.8771473e-02 -9.6603701e-01 -9.7543391e-01 -9.6487851e-01 -9.3797832e-01 -9.2093903e-01 -9.3797832e-01 -9.2093903e-01 -9.6932016e-01 -9.6575773e-01 -9.3430165e-01 -9.3141481e-01 -9.7384829e-01 -9.7039261e-01 -9.7745081e-01 -9.2143474e-01 -9.4606422e-01 -9.8259084e-01 -9.0229153e-01 -9.2184351e-01 -9.7602495e-01 -9.5423749e-01 -9.6950133e-01 -9.7653055e-01 -9.5446444e-01 -9.7602233e-01 -9.5711725e-01 -9.5546036e-01 -9.3800343e-01 -9.6939037e-01 -9.4757147e-01 -9.4734648e-01 -9.3629060e-01 -9.2566929e-01 -9.6444030e-01 -9.6654532e-01 -9.4476032e-01 -9.3474687e-01 -9.7159837e-01 -9.7067540e-01
5 STANDING 2.8254439e-01 -7.0041855e-03 -1.0217110e-01 -9.6859182e-01 -8.6943991e-01 -8.6932732e-01 9.6018870e-01 -3.8710127e-02 1.3863844e-01 -9.7408821e-01 -9.3197394e-01 -9.1460850e-01 7.2518986e-02 -2.2199021e-03 -1.2281222e-02 -9.6264708e-01 -9.3121714e-01 -9.6383212e-01 -3.2271190e-02 -5.0987505e-02 6.9094576e-02 -9.1039522e-01 -9.3373810e-01 -9.0747156e-01 -9.2224986e-02 -3.9910819e-02 -4.2222134e-02 -9.4193004e-01 -9.6117774e-01 -9.4475534e-01 -9.0610470e-01 -8.7977380e-01 -9.0610470e-01 -8.7977380e-01 -9.5686357e-01 -9.4296205e-01 -9.0067163e-01 -8.6704171e-01 -9.5840590e-01 -9.4797072e-01 -9.6450092e-01 -8.9079636e-01 -9.1508380e-01 -9.7066841e-01 -8.6793318e-01 -8.5823139e-01 -9.6305924e-01 -9.3137021e-01 -9.5843873e-01 -9.6577892e-01 -9.3620260e-01 -9.6807230e-01 -9.0966180e-01 -9.3937352e-01 -9.0719084e-01 -9.1278092e-01 -9.3185781e-01 -9.1678936e-01 -9.0464139e-01 -8.8674517e-01 -9.4182590e-01 -9.4360196e-01 -9.0454392e-01 -8.6891399e-01 -9.5228644e-01 -9.4619646e-01
5 WALKING 2.7784235e-01 -1.7285032e-02 -1.0774178e-01 -2.9409853e-01 7.6748403e-02 -4.5702144e-01 9.7262496e-01 -1.0044029e-01 2.4762363e-03 -9.7934838e-01 -9.6158547e-01 -9.6458080e-01 8.4588883e-02 -1.6319410e-02 8.3215935e-05 -3.0289102e-01 -9.1039743e-02 -6.1289532e-01 -4.8891990e-02 -6.9013525e-02 8.1543550e-02 -4.9087750e-01 -5.0462203e-01 -3.1870062e-01 -8.8840836e-02 -4.4955953e-02 -4.8267960e-02 -3.5768140e-01 -5.7143812e-01 -1.5768254e-01 -1.5833867e-01 -3.7717873e-01 -1.5833867e-01 -3.7717873e-01 -2.8833302e-01 -2.8224228e-01 -3.5593308e-01 -4.9217682e-01 -4.4453249e-01 -4.8919975e-01 -2.8778261e-01 9.4603776e-03 -4.9025109e-01 -2.9751736e-01 4.2602683e-02 -4.8305996e-01 -3.4495481e-01 -1.8105555e-01 -5.9049662e-01 -3.2139032e-01 -5.4521360e-02 -6.3343000e-01 -3.7266875e-01 -5.1395172e-01 -2.1312703e-01 -5.2939279e-01 -5.0268338e-01 -4.2036708e-01 -3.0499249e-01 -5.1963693e-01 -2.6948166e-01 -3.0568538e-01 -4.8426283e-01 -5.8974151e-01 -5.4805357e-01 -4.5566530e-01
5 WALKING_DOWNSTAIRS 2.9354393e-01 -8.5010753e-03 -1.0031993e-01 2.7504611e-01 9.0763076e-02 -3.2589144e-01 9.5664935e-01 -6.0757832e-02 2.1677791e-02 -9.5049094e-01 -9.1236342e-01 -9.2719273e-01 1.0965060e-01 1.3761823e-02 2.1339766e-02 3.2241550e-02 4.7361231e-02 -5.2265164e-01 -6.8294570e-02 -7.0780600e-02 8.0655999e-02 -4.6064684e-01 -4.0913415e-01 -2.2786904e-01 -1.1014901e-01 -7.0829659e-02 -3.9965694e-02 -4.1130222e-01 -5.1459149e-01 -3.4421747e-02 2.1113885e-01 2.0542238e-01 2.1113885e-01 2.0542238e-01 -6.3752856e-02 -2.9257051e-02 -2.1802984e-01 -3.6067831e-01 -3.9719562e-01 -4.5030321e-01 9.8432009e-02 7.9228069e-02 -3.7474009e-01 3.3655472e-01 2.6826988e-02 -3.5339785e-01 -3.6801215e-02 -5.6803296e-02 -4.9197995e-01 1.1055933e-02 9.0172010e-02 -5.5117808e-01 -2.9534510e-01 -3.8248308e-01 -3.4175028e-02 -5.1494094e-01 -4.3155278e-01 -3.7470519e-01 1.5574217e-01 4.2853362e-02 9.1839426e-03 -8.9735700e-02 -3.4933841e-01 -4.8414127e-01 -4.5369725e-01 -4.8712842e-01
5 WALKING_UPSTAIRS 2.6845947e-01 -3.2526976e-02 -1.0747145e-01 -4.5723778e-02 1.8502246e-01 -3.0893898e-01 9.3682183e-01 -2.6594257e-01 -2.3203536e-02 -9.5357997e-01 -9.0051172e-01 -9.2141958e-01 7.9544348e-02 1.4013036e-02 -2.5590953e-02 -2.2389656e-01 -1.2502661e-01 -6.3836903e-01 3.9519112e-02 -1.1719555e-01 4.2444282e-02 -4.4334226e-01 -4.4034583e-01 -2.6545133e-01 -1.4302969e-01 -5.5989578e-02 -5.3489540e-02 -3.0524520e-01 -6.3182205e-01 -2.8215438e-01 4.3556202e-02 -1.3673638e-01 4.3556202e-02 -1.3673638e-01 -2.4740348e-01 -3.1018655e-01 -2.3551693e-01 -3.5468787e-01 -4.7348817e-01 -5.5798807e-01 -1.6148534e-01 7.2890316e-02 -4.5747068e-01 -4.7381967e-03 1.6503763e-01 -2.8925666e-01 -2.8972547e-01 -1.9681792e-01 -6.0671746e-01 -2.2532784e-01 -1.0531115e-01 -6.6882571e-01 -2.6361510e-01 -5.1660905e-01 -1.3980139e-01 -5.0168558e-01 -4.0348639e-01 -3.8037801e-01 -1.6926152e-01 -2.5409193e-01 -2.6467494e-01 -3.7861668e-01 -3.9256453e-01 -4.4044505e-01 -5.7134414e-01 -5.7248502e-01
